sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display
CH110612,Rinse Out Leave In Deep Conditioner,'034285106126,22,Africa's Best,ABE,1,2.35,355ml
CH122812,Originals Olive Oil Moisturizing Growth Lotion,'034285228125,30,Africa's Best,ABE,1,3.09,12oz
CH124601-6,S Organics Olive Oil Conditioning Relaxer System Regular,'034285246013,8,Africa's Best,ABE,1,6.99,471g
CH124701-6,Organics Olive Oil Conditioning Relaxer System No-Lye Super Value Pack,'034285247010,4,Africa's Best,ABE,1,6.99,
CH124906,Organics Originals Olive Oil Leave-In Conditioner,'034285249069,20,Africa's Best,ABE,1,2.79,6oz
CH125012,"Organics Olive Oil Shampoo, For All Hair Types",'034285250126,10,Africa's Best,ABE,1,3.47,12oz
CH110212,Braid Sheen Spray With Conditioner,'034285500122,12,Africa's Best,ABE,1,2.90,12oz
CH111508,Ultimate Herbal Oil,'034285504120,42,Africa's Best,ABE,1,2.99,12oz
CH111012,"Instant Oil Moisturizer, Green",'034285508128,40,Africa's Best,ABE,1,2.11,12oz
CH110412,Instant Detangling Conditioner,'034285521127,18,Africa's Best,ABE,1,2.19,12oz
CH111201,"Relaxer System, No Lye, Herbal Intensive, Dual Conditioning, Regular",'034285530006,7,Africa's Best,ABE,1,4.09,299g
CH111301,"No Lye Relaxer System, Dual Conditioning, Super, Herbal Intensive",'034285531003,3,Africa's Best,ABE,1,4.09,
CH120208,Organics Carrot Oil Cream,'034285535087,41,Africa's Best,ABE,1,2.69,7.5oz
CH120604,Hair Therapy Organics Fertilizer,'034285536046,33,Africa's Best,ABE,1,2.99,
CH120306,Originals Organics Carrot Tea Tree Oil Therapy,'034285537067,31,Africa's Best,ABE,1,2.76,6oz
CH120804,Organics Herbal Tea Tree Gro,'034285538040,27,Africa's Best,ABE,1,2.79,4oz
CH121501,Originals Olive Oil Conditioning Relaxer System [Regular],'034285540005,5,Africa's Best,ABE,1,5.25,
CH121601,Originals Olive Oil Conditioning Relaxer System Super,'034285541002,6,Africa's Best,ABE,1,5.25,488g
CH121206,Originals Olive & Clove Oil Therapy,'034285543068,29,Africa's Best,ABE,1,2.95,170g
CH121006,Originals Liquid Hair Mayonnaise Leave-In Conditioner,'034285545062,21,Africa's Best,ABE,1,2.79,6oz
CH155212,Ultimate Originals Cocoa & Shea Butter Body Lotion,'034285557164,46,Africa's Best,ABE,1,3.95,12oz
CH151004,Kids Originals Soft Hold Styling Pomade,'034285566043,44,Africa's Best,ABE,1,3.09,4oz
CH110812B,Shampoo Moisturizer W/cond,'10812,11,Africa's Best,ABE,1,,
CH155112,Moist Body Gloss,'034285559083,47,Africa's Best,ABE,1,3.47,12oz
CH15590424-6,Ultimate Originals Therapy Stimulating Growth Oil,'034285559045,37,Africa's Best,ABE,1,3.09,4oz (8/24/cs)
CH15600424-6,Ultimate Originals Therapy Jamaican Black Castor Stimulating Growth Oil,'034285560041,36,Africa's Best,ABE,1,2.99,4oz (8/24/cs)
CH15550424-6,Ultimate Organic Therapy Coconut Oil Stimulating Growth,'034285555047,35,Africa's Best,ABE,1,3.09,4oz (8/24/cs)
CH15560424-6,Ultimate Originals Therapy Stimulating Growth Oil,'034285556044,38,Africa's Best,ABE,1,3.09,4oz (8/24/cs)
CH15570424-6,Originals Ultimate X-virgin Olive Oil Stimulate Growth,'034285557041,32,Africa's Best,ABE,1,3.09,4oz (8/24/cs)
CH111405,Super Gro Hair & Scalp Conditioner,'034285502058,15,Africa's Best,ABE,1,2.99,5.25oz (12/cs)
CH112006,Triple Repair Oil Moisturizer Miracle Cream,'034285120061,34,Africa's Best,ABE,1,2.22,6oz (12/cs)
CH110305,Castor Oil Hair Scalp Conditioner,'034285523053,13,Africa's Best,ABE,1,2.22,5.25oz (12/cs)
CH110705,Super Gro Hair & Scalp Conditioner Maximum Strength,'034285502041,16,Africa's Best,ABE,1,2.99,5.25oz (12/cs)
CH110505,Herbal Super Gro Hair & Scalp Conditioner,'034285506049,17,Africa's Best,ABE,1,2.99,5.25oz (12/cs)
CH120415,Cholesterol Tea Tree Oil Conditioner,'034285541156,14,Africa's Best,ABE,1,3.55,15oz (25/cs)
CH120715,Organics Hair Mayonnaise,'034285534165,28,Africa's Best,ABE,1,3.69,15oz (12/cs)
CH125608,Originals Olive Oil Foam Wrap Lotion,'034285256081,39,Africa's Best,ABE,1,4.19,8.5oz (12/cs)
CH155412,Ultimate Originals Olive Oil Moisturizing Body Lotion,'034285554125,43,Africa's Best,ABE,1,3.66,16oz (12/cs)
CH150801,Kids Originals Olive Oil Natural Conditioning Relaxer System Regular,'034285561000,2,Africa's Best,ABE,1,5.25,(12/cs)
CH150701,Kids Organics By Organic Conditioning Relaxer System 2 App Kit,'034285562007,1,Africa's Best,ABE,1,4.69,(12/cs)
CH151112,Kids Organics Ultimate Moisture Shea Butter Conditioning Shampoo,'034285569129,9,Africa's Best,ABE,1,2.74,12oz (12/cs)
CH150902,Kids Organics Shea Butter Moisturizing Hair Lotion,'034285567125,45,Africa's Best,ABE,1,3.39,12oz (12/cs)
CH152708,Kids Originals Protein Plus Growth Oil Remedy,'034285527082,26,Africa's Best,ABE,1,2.80,8oz
CH152612,Kids Originals 2-N-1 Natural Conditioning Detangler,'034285526122,25,Africa's Best,ABE,1,3.39,12oz (12/cs)
CH150415,Kids Originals Hair Nutrition Protein Enriched Conditioner,'034285565152,19,Africa's Best,ABE,1,3.17,15oz (12/cs)
CH150307,Kids Organics Protein & Vitamin Fortified Healthy Hair & Scalp Remedy,'034285564070,23,Africa's Best,ABE,1,3.17,7.5oz (12/cs)
CH150207,Kids Originals By Gro Strong Triple Action Growth Stimulating Therapy,'034285570088,24,Africa's Best,ABE,1,3.54,8oz (12/cs)
UB3404,Designing Spritz Firm Hold,'746817215854,9,African Essence,AES,2,1.85,4oz (12/cs)
UB3604,Lite Hold Spritz #29 Disc,'746817215892,10,African Essence,AES,2,1.23,12oz
UB2512B,Control Wig Shampoo,'746817291247,1,African Essence,AES,2,,410g
UB3504,Designing Spritz Extreme Hold,'746817215847,8,African Essence,AES,2,1.85,4oz (12/cs)
UB1404,Weave Spray 6 In 1,'746817154047,12,African Essence,AES,2,2.85,4oz (12/cs)
UB1412,Weave 6 In 1 Spray,'746817152111,11,African Essence,AES,2,3.69,12oz (12/cs)
UB8109,Neutralizing Shampoo Plus,'746817681093,2,African Essence,AES,2,1.44,8oz (12/cs)
UB1207,Control Wig Spray 3 In 1,'746817312041,6,African Essence,AES,2,2.19,4oz (12/cs)
UB1312,Control Wig Spray 3 In 1 Formula For Human & Synthetic Hair,'746817312089,7,African Essence,AES,2,3.10,12oz (12/cs)
UB2512,Wig Shampoo,'046817291248,3,African Essence,AES,2,3.29,12oz (12/cs)
UB1012,Braid Sheen Spray,'746817152036,5,African Essence,AES,2,2.99,12oz (12/cs)
UB1204,Wrap Set Lotion,'746817423099,4,African Essence,AES,2,1.39,4oz (12/cs)
AP41005,Olive Miracle Regular Deep Conditioning Anti-Breakage No-Lye Relaxer Kit Box,'802535410053,3,African Pride,APR,3,4.69,(12/cs)
AP27426-6,Moisture Miracle Honey & Coconut Oil Nourish & Shine Shampoo,'802535118294,10,African Pride,APR,3,4.09,498g
AP27425-6,Moisture Miracle Honey Chocolate & Coconut Oil Repair & Replenish Conditioner,'802535366510,16,African Pride,APR,3,4.09,
AP25007-6,Black Castor Miracle Heat Protectant Spray,'802535487048,39,African Pride,APR,3,3.86,4oz
AP24965,Moisture Miracle Aloe & Coconut Water Maximum Hold Edge Styling Wax,'802535488045,28,African Pride,APR,3,,
AP41105,Olive Miracle Anti Breakage Deep Conditioning No Lye Relaxer Hair Kit Super,'802535411050,1,African Pride,APR,3,4.69,(12/cs)
AP46600,Olive Miracle Curls & Coils Texturizer Kit,'802535466005,2,African Pride,APR,3,4.99,
AP40001,Olive Miracle Deep Conditioning Relaxer Kit Regular 1Touch Up,'802535400016,6,African Pride,APR,3,2.49,226g (12/cs)
AP40101,Olive Miracle Super Deep Conditioning No-Lye Relaxer Kit,'802535401013,5,African Pride,APR,3,2.49,(12/cs)
AP40008-4,Olive Miracle Deep Conditioning No-Lye Relaxer – Regular Kit,'802535400047,4,African Pride,APR,3,8.59,(4/cs)
AP40108-4,Olive Miracle 8 Touch-Up Relaxer Kit Super,'802535401082,7,African Pride,APR,3,8.59,180g
AP44308,Olive Miracle Maximum Strengthening Growth Oil,'802535443082,25,African Pride,APR,3,3.68,8oz (12/cs)
AP44112,Olive Miracle Leave In Conditioner,'802535441125,17,African Pride,APR,3,3.68,12oz (12/cs)
AP44012,"Olive Miracle Shampoo & Conditioner, 2 In 1, Anti Breakage Formula",'802535440128,11,African Pride,APR,3,3.70,
AP43508,Olive Miracle Magical Growth Sheen Spray,'802535435087,24,African Pride,APR,3,3.80,8oz (12/cs)
AP43903,Olive Miracle Silky Smooth Edges Hair Gel,'802535439030,31,African Pride,APR,3,2.51,2.5oz (12/cs)
AP44212,Olive Miracle Moisturizer Lotion-Max #32B,'802535442160,44,African Pride,APR,3,3.68,12oz (12/cs)
AP43812,Olive Miracle Braid Sheen Spray,'802535438125,41,African Pride,APR,3,4.23,12oz (12/cs)
AP43415,Olive Miracle Leave-In Conditioner,'802535434127,18,African Pride,APR,3,3.68,15oz (12/cs)
AP45401-8,Olive Miracle Deep Conditioning Treatment,'802535454019,23,African Pride,APR,3,0.84,1.5oz
AP277465-6,Olive Miracle Moisture Restore Curl Refresher,'802535277465,37,African Pride,APR,3,3.99,12oz (12/cs)
AP955578-6,Olive Miracle Non-Flaking Foam Setting Mousse,'802535955578,33,African Pride,APR,3,4.25,8.5oz (12/cs)
AP683006-6,Olive Miracle Heat Protection & Shine Mist,'802535683006,42,African Pride,APR,3,3.99,4oz (12/cs)
AP43712,Braid Sheen Spray Extra Shine,'802535437128,38,African Pride,APR,3,4.23,12oz (12/cs)
AP23540-6,Moisture Miracle Coconut & Baobab Oil Leave In Cream,'802535157156,15,African Pride,APR,3,4.09,15oz (8/cs)
AP23544-6,"Moisture Miracle Castor, Grapeseed, Argan, Coconut & Olive 5 Essential Oils",'802535161047,47,African Pride,APR,3,4.09,4oz (6/cs)
AP23537-6,Moisture Miracle Aloe & Coconut Water Pre-Shampoo,'802535154124,9,African Pride,APR,3,4.09,12oz (6/cs)
AP23573-6,Moisture Coconut Milk & Honey Leave In Conditioner Spray,'802535160088,14,African Pride,APR,3,4.09,8oz (6/cs)
AP23543-6,Moisture Miracle Moroccan Clay Detox Heat Activated Masque,'802535158122,22,African Pride,APR,3,4.09,12oz (6/cs)
AP23541-6,Moisture Miracle Shea Butter And Flaxseed Oil Curling Cream,'802535159129,36,African Pride,APR,3,4.09,12oz (6/cs)
AP27737-6,Moisture Miracle Aloe & Coconut Water Hydrate & Hold Curl Defining Gel,'802535442467,29,African Pride,APR,3,3.84,18oz (8/cs)
AP24967-6,Moisture Miracle Flaxseed Oil & Shea Butter Curl Defining Gel N' Cream,'802535489042,30,African Pride,APR,3,4.09,6oz (6/cs)
AP24966-6,Moisture Miracle Rose Water & Argan Oil Soft & Smooth Curl Mousse,'802535531321,32,African Pride,APR,3,4.19,8.5oz (6/cs)
AP29985-6,Moisture Miracle Aloe & Coconut Water Hydrate & Renew Curl Milk Detangler,'802535625617,21,African Pride,APR,3,3.84,12oz (8/cs)
AP25008-6,Black Castor Miracle Hair & Scalp Sealing Oil,'802535710504,34,African Pride,APR,3,3.86,6oz (6/cs)
AP25012-6,Black Castor Miracle Extra Hold Braid Loc & Twist Gel,'802535100480,26,African Pride,APR,3,3.86,8oz (6/cs)
AP25005,Black Castor Miracle Hold & Cover Edges,'802535777774,45,African Pride,APR,3,3.86,95g (12/cs)
AP25011-8,Black Castor Miracle Moisture Restore Treatment,'802535150515,19,African Pride,APR,3,1.49,2oz
AP48208,Dream Kids Olive Miracle Instant Moist. Detangler #19,'802535482098,20,African Pride,APR,3,2.86,8oz (12/cs)
AP47915,Dream Kids Olive Miracle Leave-In Conditioner,'802535479173,13,African Pride,APR,3,2.86,15oz (12/cs)
AP47412,Dream Kids Olive Miracle Shampoo,'802535474130,8,African Pride,APR,3,2.86,12oz (12/cs)
AP47512,Dream Kids Olive Miracle Conditioner,'802535475137,12,African Pride,APR,3,2.86,12oz (12/cs)
AP47312,Dream Kids Olive Miracle Soothing Braid Spray,'802535473133,40,African Pride,APR,3,2.86,12oz (12/cs)
AP47208,Dream Kids Olive Miracle Oil Moisturizer,'802535472099,35,African Pride,APR,3,2.86,8oz (12/cs)
AP47706,Dream Kids Olive Miracle Smooth Edges Anti Frizzy Conditioning Gel,'802535477070,27,African Pride,APR,3,2.86,(12/cs)
AP47606,Dream Kids Olive Miracle Cream Hair Strengthener,'802535476073,43,African Pride,APR,3,2.86,6oz (12/cs)
AP47815,Dream Kids Quick Bounce Pudding Olive Miracle,'802535478152,46,African Pride,APR,3,2.86,15oz (12/cs)
BB710,Brx Braid & Extension Sheen Spray,'032023071019,3,African Royale,ARO,4,4.97,12oz (12/cs)
BB700,Super Growth Regular,'032023070012,1,African Royale,ARO,4,4.74,
BB704,Hot Six Oil,'032023070418,2,African Royale,ARO,4,5.89,8oz (12/cs)
HS0017,Braid Gel Extreme Hold,'850004837214,1,AllDay Locks,ALL,5,5.60,5oz (96/cs)
HS0049-3,Braid Gel Extreme Hold,'850019965025,4,AllDay Locks,ALL,5,29.29,
HS0033-3,Lock N Twist Supreme Hold,'850019965131,13,AllDay Locks,ALL,5,29.94,
HS0028,Braid Spray,'850019965452,14,AllDay Locks,ALL,5,4.57,
HS0029,Braid Oil,'850019965469,11,AllDay Locks,ALL,5,5.60,
HS0010,Classic Easy Care Curl Activator #28,'850071335002,12,AllDay Locks,ALL,5,5.39,7.7oz
HS0001,Wave Finishing Hair Lotion,'850071335026,15,AllDay Locks,ALL,5,5.60,228ml
HS0026,Braid Gel Extreme Hold,'850019965391,2,AllDay Locks,ALL,5,9.49,10oz
HS0027,Braid Gel Extreme Hold,'850019965421,3,AllDay Locks,ALL,5,11.50,15oz (36/cs)
HS0031,"Lock N Twist Locking Gel, Re-Twist Supreme Hold",'850019965605,8,AllDay Locks,ALL,5,5.95,5oz
HS0032,Lock N Twist Gel Coiffant Supreme Hold,'850019965612,7,AllDay Locks,ALL,5,9.10,10oz (48/cs)
HS0030,Lock N Twist Supreme Hold Gel,'850019965520,9,AllDay Locks,ALL,5,11.99,15oz (38/cs)
HS0021,Edge Gel Coiffant Extreme Hold,'850019965629,5,AllDay Locks,ALL,5,5.79,5oz (98/cs)
HS3718,All Day Braid Foam Control,'850004837184,10,AllDay Locks,ALL,5,6.79,8oz
HS0020,Edge Gel / Extreme Hold,'850019965445,6,AllDay Locks,ALL,5,8.86,10oz (12/cs)
AM40622-24,"Regular Hold Protein Hair Styling Gel, Moisturizing, Unisex",'077312406226,1,Ampro,AMP,6,1.25,6oz (24/cs)
AM41106,Shine 'n Jam Conditioning Gel Silk Edges With Olive Oil,'077312411060,23,Ampro,AMP,6,3.55,2oz
AM41340-6,Shine 'n Jam Setting Mousse - Extra Hold,'077312413408,37,Ampro,AMP,6,3.39,
AM41400-3,Shine 'n Jam Conditioning Gel Extra Hold,'077312414009,18,Ampro,AMP,6,25.79,193g
AM00405,Style Regular Hold Protein Styling Gel,'077312004057,8,Ampro,AMP,6,2.05,10.5oz (12/cs)
AM00415,Protein Styling Gel – Regular Hold,'077312004156,2,Ampro,AMP,6,2.95,15oz (12/cs)
AM60432-6,Styl Regular Hold Protein Styling Gel,'077312604325,3,Ampro,AMP,6,4.95,32oz (8/cs)
AM60480-6,Styl Protein Styling Gel Regular,'077312604806,5,Ampro,AMP,6,9.59,(8/cs)
AM40840-24,"Style Protein Gel, Super Hold",'077312408404,9,Ampro,AMP,6,1.25,6oz (24/cs)
AM40843,"Styling Gel, Protein, Super Hold",'077312408435,10,Ampro,AMP,6,2.05,10.5oz (12/cs)
AM40841,Styl Protein Styling Gel Super Hold,'077312408411,6,Ampro,AMP,6,2.95,15oz (12/cs)
AM40842-6,Styl Protein Styling Gel Super Hold,'077312408428,7,Ampro,AMP,6,4.95,32oz (6/cs)
AM60481-6,Styl Super Hold Protein Styling Gel,'077312604813,4,Ampro,AMP,6,9.59,5lb (6/cs)
AM40829-6,"Clear Ice Ultra Hold Styling Gel, Resistant Hair Textures",'077312408299,13,Ampro,AMP,6,1.49,8.8oz (24/cs)
AM40831-6,Clear Ice Gel Firm/Flexible Hold,'077312408312,12,Ampro,AMP,6,2.06,12.27oz
AM02004-24,Marcel Curl Wax,'077312020040,14,Ampro,AMP,6,1.75,4oz (24/cs)
AM02007,Marcel Wax,'077312020071,15,Ampro,AMP,6,4.29,12oz (12/cs)
AM41065,Pre-Creme Base For Sensitive Scalp,'077312410650,41,Ampro,AMP,6,4.11,12.5oz (12/cs)
AM40810,Honey Beez Wax Black,'077312408107,11,Ampro,AMP,6,1.99,4oz (12/cs)
AM40811,"Hair Wax, Honey Beez, Gold",'077312408114,40,Ampro,AMP,6,1.99,4oz (12/cs)
AM41116,Shine 'n Jam Silk Edges - Olive Oil,'077312411169,38,Ampro,AMP,6,7.79,2oz (12/cs)
AM41070-6,Shine N Jam Conditioning Gel Regular Hold,'077312410704,16,Ampro,AMP,6,2.89,4oz (6/cs)
AM41072-6,"Shine N Jam Conditioning Gel, With Honey Extract, Extra Hold",'077312410728,21,Ampro,AMP,6,2.89,(6/cs)
AM41073-6,Shine 'n Jam Conditioning Gel With Honey Extract - Extra Hold,'077312410735,20,Ampro,AMP,6,5.09,8oz (6/cs)
AM41103-6,Shine 'n Jam Conditioning Gel Extra Hold,'077312411039,19,Ampro,AMP,6,7.79,16oz (6/cs)
AM41105,Shine 'n Jam Conditioning Gel Shea Edges,'077312411053,22,Ampro,AMP,6,3.55,2oz (12/cs)
AM41250-6,Shine N Jam Magic Fingers For Braiders Extra Firm Hold,'077312412500,28,Ampro,AMP,6,7.96,8oz (6/cs)
AM41248-6,Shine N Jam Magic Fingers For Braiders Edge Extreme Hold,'077312412487,27,Ampro,AMP,6,4.77,4oz (6/cs)
AM41251-6,Shine 'N Jam Magic Fingers For Braiders,'077312412517,26,Ampro,AMP,6,13.89,16oz (6/cs)
AM41255-6,Shine 'n Jam Magic Fingers Setting Mousse For Braiders,'077312412555,31,Ampro,AMP,6,4.77,12oz (6/cs)
AM41260-6,Shine 'n Jam Magic Fingers Finishing Sheen For Braiders,'077312412609,29,Ampro,AMP,6,3.99,11.5oz (6/cs)
AM41252-6,Shine-n-Jam Magic Fingers Nourishing Scalp Oil,'077312412524,30,Ampro,AMP,6,11.24,4oz (6/cs)
AM41071-6,Shine 'n Jam Conditioning Gel Regular Hold,'077312410711,17,Ampro,AMP,6,5.09,8oz (12/cs)
AM41275-6,Shine 'n Jam Rainbow Edges - Cherry Apple,'077312412753,34,Ampro,AMP,6,3.85,4oz (6/cs)
AM41276-6,Shine N Jam Rainbow Edges Strawberry,'077312412760,36,Ampro,AMP,6,3.85,4oz (6/cs)
AM41280-6,Shine 'n Jam Rainbow Edges Banana Pudding,'077312412807,32,Ampro,AMP,6,3.85,4oz (6/cs)
AM41282-6,Shine N Jam Rainbow Edges Melon Slice,'077312412821,35,Ampro,AMP,6,3.85,4oz (6/cs)
AM41283-6,Shine 'n Jam Rainbow Edges Blueberry Blast,'077312412838,33,Ampro,AMP,6,3.85,4oz
